property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,floor_num,total_floors,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,housing board colony,sector 51,0.3,4630.0,1.0,1.0,0.0,0.2,Moderately Old,0.0,2.0,80.0,1,0,0,0,0,2,15
flat,central park flower valley aqua front towers,sector-33 sohna,2.96,13871.0,4.0,4.0,3.0,0.2,New Property,1.0,11.0,2371.0,0,1,0,0,0,0,24
flat,sare green parc phase 3,sector 92,0.79,6086.0,3.0,2.0,2.0,0.2,New Property,15.0,19.0,1175.0,0,0,0,0,0,2,15
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3.0,2.0,2.0,0.2,New Property,15.0,19.0,1175.0,0,0,0,0,0,2,25
flat,godrej nature plus,sector-33 sohna,1.7,12593.0,3.0,3.0,3.0,0.2,New Property,6.0,22.0,1500.0,0,1,0,0,0,2,38
flat,godrej oasis,sector 88a,1.4,7568.0,3.0,3.0,3.0,0.2,Moderately Old,4.0,14.0,1674.0,0,0,0,0,0,0,31
flat,sare homes,sector 92,0.58,4099.0,3.0,3.0,3.0,0.2,New Property,3.0,4.0,1281.0,0,0,0,0,0,2,46
flat,bestech altura,sector 79,2.55,9533.0,4.0,5.0,2.0,0.2,New Property,4.0,12.0,2675.0,0,1,0,0,0,2,35
flat,hero homes,sector 104,1.9,11249.0,3.0,3.0,3.0,0.2,Moderately Old,16.0,36.0,1365.0,0,0,0,1,0,0,60
flat,m3m sierra 68,sector 68,1.25,10246.0,2.0,2.0,3.0,0.2,New Property,4.0,15.0,938.0,0,0,0,0,0,2,35
flat,indiabulls centrum park,sector 103,1.65,8250.0,3.0,3.0,3.0,0.2,Moderately Old,15.0,18.0,1683.0,1,0,0,0,0,2,31
flat,sare green parc 2,sector 92,0.75,4744.0,3.0,3.0,3.0,0.2,Moderately Old,2.0,5.0,1415.0,0,0,0,0,1,0,35
flat,dlf express greens,sector 1a imt manesar,1.6,6809.0,4.0,6.0,3.0,0.2,Moderately Old,4.0,20.0,2611.0,1,1,0,1,0,2,35
flat,m3m woodshire,sector 107,1.15,7497.0,2.0,2.0,3.0,0.2,Moderately Old,0.0,14.0,1281.0,1,0,0,0,0,2,21
flat,hero homes,sector 104,1.4,15819.0,3.0,2.0,2.0,0.2,Moderately Old,4.0,26.0,1120.0,0,0,0,0,0,2,35
flat,vipul lavanya,sector 81,1.28,7175.0,3.0,3.0,3.0,0.2,Moderately Old,1.0,14.0,1982.0,0,1,0,1,0,0,35
flat,signature global park,sohna road,0.75,6938.0,3.0,2.0,3.0,0.2,New Property,4.0,4.0,1201.0,0,0,0,0,0,2,84
flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2.0,2.0,2.0,0.2,New Property,3.0,4.0,833.0,0,0,0,0,0,0,8
flat,signature global superbia,sector 95,0.4,6723.0,2.0,2.0,3.0,0.2,Moderately Old,2.0,20.0,660.0,0,0,0,0,0,2,0
flat,shree vardhman victoria,sector 70,1.75,8974.0,3.0,4.0,2.0,0.2,Moderately Old,16.0,18.0,1950.0,0,1,0,1,0,2,35
flat,m3m heights,sector 65,2.1,16653.0,2.0,2.0,3.0,0.2,New Property,8.0,34.0,1015.0,0,0,0,0,0,2,31
flat,smart world orchard,sector 61,2.5,16139.0,3.0,3.0,1.0,0.2,Moderately Old,1.0,1.0,1549.0,0,0,0,0,0,2,23
flat,karmyogi apartment,sector 10a,2.3,6466.0,6.0,4.0,2.0,0.2,New Property,6.0,9.0,3950.0,0,0,0,0,0,2,0
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,4.0,0.0,0.2,Moderately Old,9.0,9.0,1900.0,0,0,0,0,0,2,24
flat,smart world orchard,sector 61,2.0,12912.0,3.0,3.0,2.0,0.2,New Property,3.0,4.0,1721.0,0,0,0,0,1,2,23
flat,supertech araville,sector 79,1.0,6536.0,2.0,2.0,3.0,0.2,Moderately Old,4.0,14.0,1700.0,1,0,0,0,0,2,15
flat,orris aster court,sector 85,0.9,5671.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,12.0,1436.0,0,0,0,0,0,2,35
flat,dlf beverly park,sector 25,8.0,15385.0,5.0,5.0,3.0,0.2,Old Property,2.0,2.0,5777.0,1,1,0,1,1,1,21
flat,aipl club residences,sector 70a,0.95,10215.0,2.0,2.0,1.0,0.2,New Property,11.0,11.0,930.0,0,0,0,0,0,0,67
flat,surya vihar rwa,sector 21,1.3,6500.0,5.0,5.0,2.0,0.2,Old Property,2.0,4.0,2400.0,1,1,1,0,0,0,33
flat,m3m golf hills,sector 79,1.45,10211.0,2.0,2.0,3.0,0.2,Moderately Old,15.0,31.0,1578.0,0,0,0,0,0,2,28
flat,elevate,sector 50,6.75,19882.0,4.0,4.0,0.0,0.2,Moderately Old,10.0,10.0,3395.0,0,0,0,0,0,2,0
flat,signature global city,sector 37d,1.25,6083.0,3.0,3.0,3.0,0.2,Moderately Old,4.0,4.0,2283.0,0,0,0,0,0,2,16
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4.0,4.0,3.0,0.2,New Property,3.0,4.0,389.0,0,0,0,0,0,0,57
flat,dlf the grove,sector 43,6.0,25000.0,4.0,4.0,2.0,0.2,Moderately Old,1.0,4.0,2666.0,0,1,0,0,0,0,35
flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3.0,3.0,3.0,0.2,New Property,2.0,4.0,1589.0,0,0,0,0,0,0,66
flat,sare green parc phase 3,sector 92,0.7,5279.0,3.0,2.0,2.0,0.2,Moderately Old,4.0,19.0,1325.0,0,0,0,0,0,2,35
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2.0,2.0,0.0,0.2,Moderately Old,5.0,12.0,549.0,0,0,0,0,0,2,0
flat,signature global park,sohna road,0.56,6813.0,2.0,2.0,3.0,0.2,New Property,3.0,4.0,913.0,0,0,0,0,0,2,67
flat,conscient elevate,sector 59,6.75,19882.0,4.0,4.0,2.0,0.2,New Property,10.0,33.0,2567.0,0,1,0,0,0,2,31
flat,signature global city 92,sector 92,0.99,9074.0,3.0,2.0,3.0,0.2,Moderately Old,1.0,4.0,1091.0,0,0,0,0,0,2,24
flat,godrej air,sector 85,1.4,10000.0,2.0,2.0,3.0,0.2,Moderately Old,23.0,23.0,1400.0,0,0,0,0,0,2,15
flat,pyramid urban,sector 67a,0.6,8571.0,2.0,2.0,2.0,0.2,New Property,14.0,14.0,634.0,0,0,0,0,0,2,15
flat,hero homes,sector 104,1.35,9568.0,3.0,2.0,2.0,0.2,New Property,18.0,35.0,1094.0,0,0,0,0,0,2,35
flat,central park flower valley,sohna road,1.2,6742.0,3.0,3.0,0.0,0.2,Moderately Old,11.0,12.0,1780.0,0,0,0,0,0,2,24
flat,supertech araville,sector 79,0.71,5521.0,2.0,2.0,0.0,0.2,Under Construction,9.0,13.0,1295.0,0,0,0,0,0,2,0
flat,apna enclave,sector 3,0.58,6105.0,2.0,2.0,2.0,0.2,Old Property,2.0,3.0,900.0,0,0,0,0,0,2,52
flat,m3m soulitude,sector 89,1.14,8000.0,3.0,3.0,2.0,0.2,Moderately Old,2.0,4.0,1581.0,1,0,0,0,0,2,55
flat,on request,sector 103,1.69,9145.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,22.0,1670.0,0,0,0,0,0,2,35
flat,raheja maheshwara,sohna road,0.48,4368.0,2.0,2.0,2.0,0.2,Moderately Old,11.0,13.0,995.0,0,0,0,0,0,2,31
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,2.0,2.0,2.0,0.2,New Property,14.0,14.0,1145.0,0,0,0,0,0,2,75
flat,vipul lavanya,sector 81,0.75,5967.0,2.0,2.0,2.0,0.2,Moderately Old,7.0,15.0,1396.0,0,0,0,0,0,2,28
flat,godrej,sector 79,2.5,11141.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,5.0,2244.0,0,0,0,0,0,2,0
flat,signature global park,sohna road,0.58,7056.0,2.0,2.0,2.0,0.2,Moderately Old,3.0,3.0,822.0,0,0,0,0,0,2,51
flat,ansal heights 86,sector 86,0.64,4706.0,2.0,2.0,1.0,0.2,New Property,3.0,17.0,1360.0,0,0,0,0,0,2,47
flat,umang winter hills,sector 77,1.2,6586.0,3.0,3.0,3.0,0.2,Moderately Old,14.0,14.0,1822.0,0,0,0,0,0,2,12
flat,orris aster court,sector 85,0.93,5671.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,12.0,1587.0,0,0,0,0,0,2,0
flat,supertech hues,sector 68,0.8,6780.0,2.0,2.0,3.0,0.2,New Property,14.0,24.0,1180.0,0,0,0,0,0,0,21
flat,signature global synera,sector 81,0.31,7434.0,1.0,1.0,1.0,0.2,Moderately Old,13.0,14.0,366.0,0,0,0,0,0,1,59
flat,"new colony, gurgaon",sector 7,0.8,8097.0,3.0,2.0,1.0,0.2,Moderately Old,4.0,4.0,1100.0,0,0,0,0,0,0,38
flat,pyramid urban,sector 67a,0.7,11844.0,2.0,2.0,1.0,0.2,New Property,14.0,14.0,657.0,0,0,0,0,0,2,35
flat,oriental valley chs,sector 9a,1.5,8108.0,4.0,3.0,3.0,0.2,Old Property,8.0,9.0,2055.0,0,0,0,0,0,2,21
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1.0,1.0,1.0,0.2,Moderately Old,4.0,10.0,435.0,0,0,0,0,0,2,21
flat,smart world gems,sector 89,1.1,9973.0,3.0,1.0,0.0,0.2,Moderately Old,0.0,1.0,1103.0,0,0,0,0,0,2,21
flat,signature global grand iva,sector 103,0.5,6667.0,2.0,2.0,0.0,0.2,Moderately Old,10.0,10.0,750.0,0,0,0,0,0,2,0
flat,central park flower valley,sector-33 sohna,1.35,10385.0,3.0,2.0,2.0,0.2,New Property,3.0,3.0,1444.0,0,0,0,0,0,2,51
flat,orchid island,sector 51,1.7,10652.0,3.0,4.0,3.0,0.2,Moderately Old,2.0,2.0,1773.0,0,0,1,1,0,2,61
flat,pivotal riddhi siddhi,sector 99,0.72,947.0,2.0,2.0,2.0,0.2,Moderately Old,12.0,14.0,784.0,0,0,1,0,0,2,31
flat,pivotal devaan,sector 84,0.35,7246.0,2.0,2.0,2.0,0.2,Moderately Old,4.0,14.0,537.0,0,0,0,0,0,2,28
flat,511 sarahah tower,sector 12,0.6,8333.0,2.0,2.0,1.0,0.2,New Property,0.0,4.0,800.0,0,0,0,1,0,1,0
flat,m3m sierra 68,sector 68,1.2,9002.0,2.0,2.0,3.0,0.2,Moderately Old,1.0,15.0,982.0,0,0,0,0,0,1,60
flat,signature global grand iva,sector 103,0.5,6250.0,2.0,2.0,2.0,0.2,Moderately Old,10.0,14.0,698.0,0,0,0,0,0,2,8
flat,kendriya vihar,sector 56,0.47,7769.0,1.0,1.0,1.0,0.2,Old Property,3.0,3.0,672.0,0,0,0,0,0,0,45
flat,parsvnath exotica,sector 53,5.0,17241.0,3.0,4.0,3.0,0.2,Old Property,7.0,18.0,3222.0,0,1,0,0,0,0,24
flat,emaar mgf palm studios,sector 66,1.7,13503.0,2.0,2.0,2.0,0.2,Moderately Old,7.0,18.0,1073.0,0,0,0,0,1,2,68
flat,ild greens,sector 37c,0.95,5067.0,3.0,3.0,3.0,0.2,New Property,0.0,18.0,1697.0,0,0,0,0,0,2,21
flat,dlf the skycourt,sector 86,2.2,11500.0,3.0,3.0,1.0,0.2,Moderately Old,7.0,20.0,1747.0,0,0,0,1,0,1,70
flat,signature global city 81,sector 81,0.82,8641.0,2.0,2.0,3.0,0.2,Moderately Old,2.0,2.0,955.0,0,0,0,0,0,2,44
flat,spaze privvy the address,sector 93,1.25,5700.0,4.0,4.0,3.0,0.2,Moderately Old,16.0,16.0,2105.0,0,0,0,0,0,2,0
flat,supertech new soft launch,sector 68,0.84,7119.0,2.0,2.0,2.0,0.2,New Property,7.0,7.0,1180.0,0,0,0,0,0,2,0
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4.0,3.0,2.0,0.2,Moderately Old,1.0,2.0,3150.0,0,1,0,0,0,2,0
flat,mapsko casa bella,sector 82,1.75,6903.0,4.0,5.0,3.0,0.2,Moderately Old,1.0,1.0,2535.0,0,0,0,0,0,2,15
flat,trisara our homes 3,sohna road,0.35,5564.0,2.0,2.0,1.0,0.2,New Property,2.0,4.0,699.0,0,0,0,0,0,2,58
flat,elan the presidential,sector 106,3.9,15918.0,3.0,3.0,0.0,0.2,Moderately Old,20.0,20.0,2450.0,0,0,0,0,0,2,57
flat,belgravia resort residences,sector 48,3.45,18459.0,3.0,3.0,3.0,0.2,Moderately Old,14.0,14.0,1869.0,0,0,0,0,0,2,0
flat,tulip ivory,sector 70,2.35,9792.0,4.0,4.0,3.0,0.2,Moderately Old,8.0,12.0,2666.0,0,1,0,0,0,2,55
flat,ats marigold,sector 89,1.5,8499.0,3.0,3.0,3.0,0.2,Under Construction,5.0,22.0,1480.0,0,0,0,0,0,2,60
flat,aipl zen residences,sector 70a,1.34,10276.0,2.0,2.0,3.0,0.2,New Property,17.0,31.0,1180.0,0,0,0,0,0,0,66
flat,indiabulls enigma,sector 110,3.4,10000.0,4.0,5.0,3.0,0.2,Moderately Old,3.0,15.0,3077.0,0,1,1,0,0,2,53
flat,tulip yellow,sector 69,1.8,10563.0,3.0,3.0,3.0,0.2,Moderately Old,14.0,26.0,1893.0,0,0,0,0,0,2,16
flat,sare green parc phase 3,sector 92,1.1,6875.0,4.0,3.0,2.0,0.2,New Property,12.0,19.0,1778.0,0,0,0,0,0,2,15
flat,smart world gems,sector 89,0.97,8794.0,2.0,2.0,3.0,0.2,New Property,2.0,4.0,1103.0,0,0,0,0,0,2,35
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,3.0,3.0,3.0,0.2,New Property,4.0,4.0,2700.0,0,0,0,0,1,2,27
flat,smart world orchard,sector 61,2.55,15644.0,3.0,3.0,2.0,0.2,New Property,4.0,4.0,1811.0,0,0,0,0,1,2,21
flat,sare green parc 2,sector 92,0.61,4837.0,3.0,2.0,2.0,0.2,Under Construction,6.0,19.0,1141.0,0,0,0,0,1,2,0
flat,spaze privy,sector 72,1.9,9620.0,3.0,3.0,3.0,0.2,Moderately Old,10.0,10.0,1975.0,0,0,0,0,0,2,0
flat,signature global park,sohna road,0.75,6938.0,2.0,2.0,0.0,0.2,Moderately Old,1.0,1.0,1081.0,0,0,0,0,0,2,51
flat,eldeco accolade,sohna road,1.35,6136.0,3.0,3.0,3.0,0.2,New Property,2.0,11.0,2444.0,0,1,0,0,0,2,53
flat,tulip violet,sector 69,1.65,8871.0,3.0,3.0,2.0,0.2,Moderately Old,1.0,18.0,1578.0,0,0,0,0,0,0,53
flat,bptp park generations,sector 37d,1.5,9868.0,3.0,2.0,3.0,0.2,Moderately Old,17.0,19.0,1376.0,0,0,0,0,0,2,28
flat,spaze privy,sector 72,1.9,9620.0,3.0,3.0,3.0,0.2,Moderately Old,10.0,16.0,1788.0,0,1,0,0,0,0,31
flat,central park resorts,sector 48,15.0,22388.0,5.0,6.0,3.0,0.2,Moderately Old,17.0,17.0,7443.0,1,1,0,1,0,1,38
flat,puri diplomatic greens,sector 111,3.9,13000.0,4.0,5.0,3.0,0.2,Moderately Old,6.0,21.0,2996.0,0,1,0,0,0,1,84
flat,breez global heights,sohna road,0.46,4842.0,2.0,2.0,2.0,0.2,Moderately Old,4.0,10.0,800.0,0,0,0,0,0,1,58
flat,shri ram apartments,sector 4,0.32,3368.0,2.0,2.0,1.0,0.2,Moderately Old,4.0,4.0,1055.0,0,0,0,0,0,0,7
flat,breez global hill view,sohna road,0.42,7179.0,2.0,2.0,1.0,0.2,Moderately Old,18.0,19.0,650.0,0,0,0,0,0,2,35
flat,dlf the arbour,sector 63,7.8,19747.0,4.0,4.0,0.0,0.2,New Property,6.0,6.0,3950.0,0,0,0,0,0,2,54
flat,bsf chs,gwal pahari,0.95,5938.0,3.0,3.0,3.0,0.2,Old Property,13.0,15.0,1778.0,0,0,0,0,0,2,28
flat,kibithu villas,sector 48,3.45,12778.0,4.0,4.0,3.0,0.2,Moderately Old,2.0,2.0,3000.0,0,0,0,0,0,2,0
flat,tulip orange,sector 70,1.1,8148.0,3.0,2.0,2.0,0.2,Moderately Old,5.0,14.0,1350.0,0,0,0,0,0,2,0
flat,hsiidc sidco shivalik apartments,sector 1 imt manesar,0.85,5102.0,3.0,2.0,2.0,0.2,Moderately Old,5.0,11.0,1508.0,0,0,0,0,0,2,0
flat,tarc maceo,sector 91,0.95,5952.0,2.0,2.0,2.0,0.2,Moderately Old,10.0,13.0,1186.0,0,0,0,0,0,2,53
flat,dnha group housing society,manesar,0.75,4518.0,3.0,2.0,2.0,0.2,Moderately Old,5.0,11.0,1502.0,0,0,0,0,0,2,0
flat,nbcc heights,sector 89,0.75,6579.0,2.0,2.0,2.0,0.2,Moderately Old,6.0,13.0,1032.0,0,0,0,0,0,2,0
flat,vatika gurgaon,sector 83,1.4,6629.0,3.0,3.0,2.0,0.2,Moderately Old,7.0,18.0,1570.0,0,0,0,0,0,0,53
flat,malibu towers,sector 47,2.45,10699.0,3.0,4.0,2.0,0.2,Old Property,1.0,12.0,2544.0,1,0,0,0,0,0,28
flat,supertech hues,sector 68,1.0,8475.0,2.0,2.0,3.0,0.2,New Property,23.0,26.0,1311.0,0,0,0,0,0,2,35
flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,2.0,0.2,New Property,3.0,4.0,1581.0,1,0,0,0,0,2,35
flat,tulip purple,sector 69,2.6,10833.0,4.0,4.0,3.0,0.2,Moderately Old,4.0,12.0,2172.0,0,1,0,0,0,2,28
flat,park view apartments,sector 15,1.6,11034.0,3.0,3.0,3.0,0.2,Moderately Old,2.0,4.0,1611.0,0,0,0,1,0,2,28
flat,tulip petals,sector 89,1.1,7097.0,3.0,2.0,3.0,0.2,Moderately Old,4.0,4.0,1550.0,0,0,0,0,0,2,0
flat,ansal plaza,sector 2,1.0,10000.0,2.0,3.0,0.0,0.2,Moderately Old,1.0,1.0,1000.0,0,0,0,0,0,2,0
flat,krisumi waterfall residences,sector 36a,3.65,14381.0,3.0,3.0,2.0,0.2,New Property,17.0,24.0,2297.0,0,0,0,0,0,2,22
flat,chd avenue,sector 71,1.4,7946.0,3.0,3.0,2.0,0.2,Moderately Old,1.0,16.0,1957.0,0,0,0,1,0,0,67
flat,smart world orchard,sector 61,2.6,14723.0,3.0,3.0,2.0,0.2,New Property,2.0,4.0,1475.0,0,0,0,0,0,2,47
flat,m3m skywalk,sector 74,1.6,11380.0,2.0,2.0,2.0,0.2,New Property,28.0,30.0,1273.0,0,0,0,0,0,2,15
flat,supertech hill town,sector-2 sohna,0.75,6250.0,2.0,2.0,2.0,0.2,Moderately Old,17.0,23.0,1086.0,1,0,0,1,1,2,53
flat,vatika city homes,sector 83,0.75,5660.0,2.0,2.0,2.0,0.2,Moderately Old,3.0,8.0,1199.0,0,0,0,0,0,0,44
flat,emaar the palm drive,sector 66,3.9,18634.0,3.0,4.0,3.0,0.2,Moderately Old,2.0,2.0,2200.0,0,0,0,0,0,2,0
flat,m3m sky lofts,sector 71,1.0,11494.0,1.0,1.0,1.0,0.2,Moderately Old,9.0,9.0,869.0,0,0,0,0,0,2,27
flat,raheja vedaanta,sector 108,0.7,4522.0,2.0,2.0,3.0,0.2,Moderately Old,1.0,1.0,1548.0,0,0,0,0,0,2,0
flat,ashiana anmol,sohna road,0.9,7059.0,2.0,2.0,2.0,0.2,Moderately Old,8.0,8.0,1275.0,0,0,0,0,0,2,0
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,2.0,2.0,3.0,0.2,Moderately Old,10.0,10.0,1250.0,0,0,0,0,0,2,0
flat,chintels paradiso,sector 109,1.97,7490.0,4.0,4.0,2.0,0.2,Moderately Old,11.0,18.0,2380.0,0,1,0,1,0,2,35
flat,ild grand,sector 37c,1.35,7143.0,3.0,3.0,0.0,0.2,New Property,1.0,24.0,1820.0,0,0,0,0,0,2,15
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2.0,2.0,3.0,0.2,Moderately Old,19.0,19.0,1410.0,0,0,0,0,0,2,24
flat,pioneer park,sector 61,1.6,11594.0,2.0,2.0,2.0,0.2,Moderately Old,21.0,23.0,1533.0,0,1,0,0,0,2,60
flat,trisara our homes 3,sohna road,0.4,6557.0,2.0,2.0,1.0,0.2,New Property,0.0,5.0,669.0,0,0,0,0,0,0,75
flat,ashiana anmol,sohna road,0.99,8216.0,2.0,2.0,2.0,0.2,Moderately Old,6.0,14.0,1045.0,0,0,0,0,0,2,35
flat,paras dews,sector 106,2.1,8917.0,4.0,6.0,3.0,0.2,Moderately Old,6.0,24.0,2131.0,0,1,0,0,1,2,53
flat,umang monsoon breeze,sector 78,0.69,5391.0,2.0,2.0,2.0,0.2,Moderately Old,11.0,12.0,1422.0,0,0,0,0,0,2,51
flat,m3m soulitude,sector 89,1.0,9066.0,2.0,2.0,2.0,0.2,New Property,2.0,4.0,1225.0,1,0,0,0,0,2,35
flat,signature global park 4,sector 36 sohna,0.85,11333.0,3.0,2.0,3.0,0.2,New Property,1.0,4.0,833.0,0,0,0,0,0,2,24
flat,hcbs sports ville,sohna road,0.32,4301.0,2.0,2.0,1.0,0.2,Moderately Old,3.0,13.0,744.000768,0,0,0,0,0,2,58
flat,raheja the vedaanta floors,sector 108,0.7,4522.0,2.0,2.0,3.0,0.2,Moderately Old,1.0,5.0,1720.0,0,0,0,0,0,0,0
flat,kamal residence,sohna road,0.4,7634.0,2.0,2.0,1.0,0.2,New Property,0.0,4.0,582.0,0,0,0,0,1,0,7
flat,m3m soulitude,sector 89,1.42,9979.0,3.0,3.0,2.0,0.2,New Property,3.0,4.0,1581.0,0,0,0,0,0,2,15
flat,rof ananda,sector 95,0.38,5901.0,2.0,2.0,2.0,0.2,Moderately Old,5.0,14.0,716.0,1,0,0,0,0,2,52
flat,gls arawali homes,sohna road,0.26,4514.0,2.0,2.0,2.0,0.2,Moderately Old,4.0,13.0,640.0,0,0,0,0,0,2,30
flat,avl 36 gurgaon,sector 36a,0.5,8333.0,1.0,1.0,1.0,0.2,Moderately Old,5.0,5.0,600.0,0,0,0,0,0,2,0
flat,tata primanti,sector 72,6.5,15294.0,4.0,4.0,3.0,0.2,Moderately Old,0.0,40.0,3847.0,1,1,0,1,0,2,58
flat,bestech altura,sector 79,1.9,9000.0,3.0,4.0,2.0,0.2,New Property,11.0,17.0,2389.0,0,1,0,0,0,2,35
flat,eldeco accolade,sohna road,0.85,6725.0,2.0,2.0,3.0,0.2,New Property,10.0,18.0,978.0,0,0,0,0,0,2,53
flat,adarsh nagar,sector 12,0.65,6190.0,3.0,3.0,1.0,0.2,New Property,1.0,4.0,1166.0,0,0,0,0,0,0,28
flat,g l s arawali homes,sohna road,0.26,4514.0,2.0,2.0,2.0,0.2,Moderately Old,1.0,5.0,521.0,0,0,0,0,0,2,0
flat,gls arawali homes,sohna road,0.35,6076.0,2.0,2.0,2.0,0.2,New Property,12.0,13.0,521.0,0,0,0,0,0,2,30
flat,ild greens,sector 37c,1.05,7500.0,3.0,3.0,3.0,0.2,New Property,4.0,19.0,1500.0,0,0,0,0,0,0,0
flat,piedmont taksila heights,sector 37c,0.9,5856.0,3.0,3.0,3.0,0.2,Moderately Old,9.0,15.0,1537.0,0,0,0,0,0,0,61
flat,dlf the arbour,sector 63,8.5,21519.0,4.0,4.0,0.0,0.2,New Property,27.0,27.0,3950.0,0,0,0,0,0,2,54
flat,suncity avenue 76,sector 76,0.75,10204.0,2.0,2.0,2.0,0.2,Under Construction,11.0,14.0,665.0,0,0,0,0,0,2,30
flat,ats marigold,sector 89,1.5,8571.0,3.0,3.0,3.0,0.2,New Property,2.0,24.0,1944.0,0,0,0,0,1,2,35
flat,godrej summit,sector 104,1.75,7530.0,4.0,5.0,3.0,0.2,New Property,1.0,17.0,2582.0,0,1,0,0,0,2,53
flat,bestech altura,sector 79,1.9,8837.0,3.0,4.0,3.0,0.2,Under Construction,11.0,19.0,1946.0,0,0,0,0,0,2,60
flat,godrej nature plus serenity,sector-33 sohna,1.45,8677.0,3.0,2.0,3.0,0.2,New Property,3.0,24.0,1512.0,0,0,0,0,0,2,35
flat,conscient elevate,sector 59,4.02,17501.0,3.0,3.0,1.0,0.2,Under Construction,3.0,33.0,2550.0,0,0,0,0,0,2,31
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2.0,2.0,3.0,0.2,Moderately Old,2.0,2.0,1000.0,0,0,0,0,0,2,0
flat,emaar mgf the palm drive,sector 66,3.98,18091.0,3.0,4.0,3.0,0.2,Moderately Old,2.0,17.0,1991.0,0,1,0,0,0,0,75
flat,signature global park,sohna road,0.55,7353.0,2.0,2.0,3.0,0.2,New Property,4.0,4.0,828.0,0,0,0,0,0,2,51
flat,godrej,sector 79,1.47,16261.0,2.0,2.0,3.0,0.2,New Property,9.0,15.0,93.0,1,0,0,0,0,2,68
flat,lotus homz,sector 111,0.7,10057.0,2.0,2.0,2.0,0.2,Moderately Old,8.0,10.0,773.0,0,0,0,0,0,2,43
flat,breez global hill view,sohna road,2.6,5215.0,2.0,2.0,2.0,0.2,New Property,6.0,19.0,616.0,0,0,0,0,0,2,28
flat,smart world gems,sector 89,1.1,9973.0,2.0,2.0,2.0,0.2,New Property,3.0,4.0,1225.0,0,0,1,0,0,2,47
flat,krisumi waterfall residences,sector 36a,2.2,14875.0,2.0,2.0,2.0,0.2,New Property,23.0,34.0,1339.0,0,0,0,0,0,2,15
flat,rof ananda,sector 95,0.55,5500.0,3.0,2.0,2.0,0.2,New Property,14.0,14.0,866.0,1,0,0,0,0,1,23
flat,rof ananda,sector 95,0.55,8527.0,3.0,2.0,2.0,0.2,New Property,14.0,14.0,811.0,1,0,0,0,0,0,60
flat,smart world gems,sector 89,1.16,8152.0,3.0,3.0,2.0,0.2,Moderately Old,3.0,4.0,1581.0,1,0,0,0,0,2,51
flat,pareena mi casa,sector 68,1.1,9016.0,2.0,2.0,3.0,0.2,New Property,13.0,22.0,1244.0,0,0,0,0,0,2,75
flat,godrej nature plus,sector-33 sohna,1.2,13363.0,2.0,2.0,0.0,0.2,Under Construction,11.0,18.0,85.0,0,0,0,0,0,2,15
flat,antriksh green,sector 45,2.25,7826.0,4.0,4.0,2.0,0.2,Old Property,9.0,12.0,3194.0,0,1,0,0,0,1,14
flat,whiteland the aspen,sector 76,3.35,17613.0,3.0,4.0,3.0,0.2,New Property,5.0,30.0,2111.0,0,1,0,0,0,1,75
flat,bestech altura,sector 79,2.69,12500.0,3.0,4.0,3.0,0.2,New Property,3.0,20.0,1946.0,0,1,0,0,0,2,35
flat,ansal height 86,sector 86,0.8,5882.0,2.0,2.0,0.0,0.2,Moderately Old,1.0,14.0,1360.0,0,0,0,0,0,2,0
flat,ramsons kshitij,sector 95,0.35,5495.0,2.0,2.0,0.0,0.2,Moderately Old,5.0,15.0,637.0,0,0,0,0,0,2,0
flat,vipul lavanya,sector 81,0.6,6667.0,2.0,2.0,1.0,0.2,Under Construction,0.0,15.0,815.0,0,0,0,0,0,2,0
flat,breez global heights,sohna road,0.46,6479.0,2.0,2.0,2.0,0.2,Moderately Old,6.0,10.0,789.0,0,0,0,0,0,1,35
flat,conscient heritage max,sector 102,2.5,11633.0,3.0,4.0,3.0,0.2,New Property,25.0,25.0,1945.0,1,1,0,0,0,0,35
flat,vipul lavanya,sector 81,0.6,6667.0,2.0,2.0,1.0,0.2,Moderately Old,0.0,14.0,1000.0,0,0,0,0,0,2,35
flat,pareena mi casa,sector 68,1.0,8163.0,2.0,2.0,2.0,0.2,New Property,16.0,35.0,1361.0,0,1,0,0,0,2,46
