property_type,sector,bedRoom,bathroom,balcony,agePossession,floor_num,total_floors,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
flat,sector 90,4.0,4.0,3.0,Moderately Old,7.0,19.0,2727.03,1,0,0,High,Low Floor,1.9
flat,sector 90,4.0,4.0,3.0,Moderately Old,1.0,19.0,2363.97,1,0,0,High,Low Floor,1.55
flat,sector 90,3.0,3.0,3.0,Moderately Old,8.0,30.0,1729.97,0,0,0,Medium,Low Floor,1.13
flat,sector 90,3.0,4.0,3.0,Moderately Old,3.0,13.0,1929.97,1,1,0,High,Low Floor,0.85
flat,sector 49,3.0,4.0,3.0,Moderately Old,2.0,17.0,2251.38,1,0,1,High,Low Floor,2.64
flat,sector 49,3.0,3.0,3.0,Moderately Old,9.0,9.0,2015.54,0,0,1,High,Low Floor,2.1
flat,sector 102,2.0,2.0,3.0,Moderately Old,0.0,14.0,1367.98,0,0,0,Medium,Low Floor,1.4
flat,sector 102,3.0,3.0,2.0,Moderately Old,7.0,14.0,1650.0,1,0,1,High,Low Floor,1.45
flat,sector 90,3.0,3.0,3.0,Moderately Old,8.0,19.0,2511.0,1,0,0,Medium,Low Floor,1.2
flat,sector 106,1.0,1.0,1.0,Moderately Old,7.0,20.0,699.98,0,0,0,High,Low Floor,0.39
flat,sector 71,3.0,4.0,2.0,Moderately Old,7.0,14.0,1743.0,1,0,1,High,Low Floor,1.25
flat,sector 104,2.0,2.0,2.0,Moderately Old,12.0,29.0,1550.0,0,0,0,High,Low Floor,1.59
flat,sector 111,4.0,6.0,3.0,Moderately Old,7.0,21.0,4499.96,1,0,1,High,Low Floor,5.25
flat,sector 111,4.0,5.0,3.0,Moderately Old,14.0,21.0,2949.95,1,0,1,Medium,Low Floor,3.4
flat,sector 112,3.0,3.0,3.0,Moderately Old,2.0,28.0,2801.95,1,0,1,High,Low Floor,3.29
flat,sector 104,3.0,3.0,3.0,Moderately Old,14.0,29.0,2449.97,1,0,1,High,Low Floor,2.49
flat,sector 102,3.0,4.0,3.0,Moderately Old,16.0,26.0,1931.04,1,0,1,High,Low Floor,1.75
flat,sector 108,4.0,5.0,3.0,Moderately Old,8.0,14.0,2779.02,1,0,1,Medium,Low Floor,2.29
flat,sector 102,3.0,4.0,3.0,Moderately Old,18.0,26.0,2149.01,1,0,1,High,Low Floor,2.15
flat,sector 82,2.0,2.0,2.0,Moderately Old,14.0,16.0,1428.05,0,0,1,High,Low Floor,0.89
flat,sector 50,3.0,3.0,3.0,Moderately Old,3.0,18.0,2604.97,1,0,0,High,Low Floor,2.65
flat,sector 82,2.0,2.0,2.0,Moderately Old,12.0,16.0,1429.98,0,0,1,High,Low Floor,0.86
flat,sector 79,3.0,3.0,2.0,Moderately Old,7.0,15.0,1505.01,0,0,0,High,Low Floor,1.35
flat,sector 79,3.0,3.0,2.0,Moderately Old,7.0,15.0,1983.03,0,0,0,High,Low Floor,1.69
flat,sector 104,4.0,4.0,3.0,Moderately Old,14.0,27.0,3149.95,1,0,1,Low,Low Floor,2.65
flat,sector 104,3.0,4.0,3.0,Moderately Old,12.0,27.0,2290.02,1,0,1,Low,Low Floor,1.75
flat,sector 107,3.0,3.0,3.0,Moderately Old,7.0,14.0,1942.99,0,0,0,Medium,Low Floor,1.3
flat,sector 102,3.0,3.0,3.0,Moderately Old,10.0,26.0,1852.04,1,0,0,Medium,Low Floor,1.75
flat,sector 90,3.0,3.0,3.0,Moderately Old,5.0,19.0,1929.97,1,0,0,High,Low Floor,1.25
flat,sector 79,3.0,3.0,3.0,Moderately Old,24.0,30.0,1490.05,0,0,1,High,Low Floor,1.2
flat,sector 79,3.0,4.0,3.0,Moderately Old,11.0,30.0,1815.01,1,0,1,High,Low Floor,1.5
flat,sector 69,4.0,4.0,2.0,Moderately Old,0.0,14.0,2087.01,0,0,0,High,Low Floor,2.05
flat,sector 69,4.0,4.0,2.0,Moderately Old,0.0,14.0,2010.05,0,0,0,High,Low Floor,1.95
flat,sector 69,2.0,3.0,1.0,Moderately Old,0.0,14.0,1757.0,0,0,1,High,Low Floor,1.19
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,1537.95,0,0,1,High,Low Floor,1.4
flat,sector 69,3.0,4.0,2.0,Moderately Old,0.0,14.0,2407.0,0,0,1,High,Low Floor,1.75
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,1577.99,0,0,0,High,Low Floor,1.36
flat,sector 69,3.0,3.0,2.0,Moderately Old,0.0,14.0,1577.99,0,0,2,High,Low Floor,1.51
flat,sector 81,4.0,5.0,2.0,Moderately Old,6.0,19.0,3185.04,1,0,1,High,Low Floor,2.91
flat,sector 81,3.0,2.0,3.0,Moderately Old,5.0,15.0,1645.05,0,0,0,High,Low Floor,1.1
flat,sector 84,3.0,3.0,3.0,Moderately Old,10.0,19.0,1725.02,0,0,0,Medium,Low Floor,0.85
flat,sector 86,2.0,2.0,1.0,Moderately Old,3.0,14.0,782.0,0,0,0,Medium,Low Floor,0.41
flat,sector 84,2.0,2.0,1.0,Moderately Old,5.0,14.0,582.97,0,0,0,Medium,Low Floor,0.37
flat,sector 84,3.0,3.0,3.0,Moderately Old,16.0,19.0,1825.02,0,0,0,Medium,Low Floor,0.88
flat,sector 84,3.0,3.0,3.0,Moderately Old,18.0,19.0,2025.01,1,0,0,Medium,Low Floor,0.9
flat,sector 69,3.0,3.0,2.0,Moderately Old,1.0,14.0,1608.02,0,0,0,Medium,Low Floor,1.43
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,2001.0,0,0,0,High,Low Floor,1.38
flat,sector 69,4.0,4.0,2.0,Moderately Old,0.0,14.0,2087.01,0,0,0,High,Low Floor,2.0
flat,sector 69,3.0,3.0,2.0,Moderately Old,2.0,14.0,1608.02,0,0,1,Medium,Low Floor,1.55
flat,sector 69,3.0,3.0,2.0,Moderately Old,0.0,14.0,1577.99,0,0,1,High,Low Floor,1.46
flat,sector 69,3.0,3.0,2.0,Moderately Old,0.0,14.0,1667.97,0,0,0,High,Low Floor,1.68
flat,sector 69,2.0,3.0,1.0,Moderately Old,0.0,14.0,1350.01,0,0,0,High,Low Floor,1.2
flat,sector 69,3.0,3.0,2.0,Moderately Old,0.0,14.0,1638.05,0,0,0,High,Low Floor,1.66
flat,sector 69,3.0,3.0,2.0,Moderately Old,0.0,14.0,1577.99,0,0,0,High,Low Floor,1.6
flat,sector 69,3.0,4.0,2.0,Moderately Old,0.0,14.0,1849.99,0,0,0,High,Low Floor,1.76
flat,sector 84,2.0,2.0,2.0,Moderately Old,14.0,19.0,1199.96,0,0,0,Medium,Low Floor,0.6
flat,sector 84,3.0,3.0,3.0,Moderately Old,2.0,19.0,1825.02,0,0,0,Medium,Low Floor,0.92
flat,sector 84,2.0,2.0,3.0,Moderately Old,8.0,19.0,1350.01,0,0,0,Medium,Low Floor,0.69
flat,sector 90,4.0,4.0,3.0,Moderately Old,6.0,19.0,2363.97,1,0,1,High,Low Floor,1.51
flat,sector 92,3.0,3.0,2.0,Moderately Old,3.0,22.0,1844.0,0,0,0,Low,Low Floor,0.65
flat,sector 92,3.0,2.0,2.0,Moderately Old,2.0,4.0,1250.01,0,0,0,Medium,Low Floor,0.51
flat,sector 82,2.0,2.0,3.0,Moderately Old,2.0,3.0,1133.98,0,0,0,High,Low Floor,0.63
flat,sector 86,4.0,4.0,3.0,Moderately Old,21.0,22.0,2363.97,1,0,0,Medium,Low Floor,1.54
flat,sector 81,2.0,2.0,2.0,Moderately Old,13.0,15.0,1360.02,0,0,1,High,Low Floor,0.95
flat,sector 90,3.0,3.0,3.0,Moderately Old,29.0,29.0,1746.98,0,0,0,High,Low Floor,1.21
flat,sector 81,3.0,4.0,3.0,Moderately Old,7.0,30.0,2100.04,1,0,2,High,Low Floor,2.2
flat,sector 90,4.0,4.0,3.0,Moderately Old,15.0,29.0,2215.0,0,0,0,High,Low Floor,1.65
flat,sector 84,3.0,3.0,3.0,Moderately Old,11.0,19.0,1825.02,0,0,0,Medium,Low Floor,0.9
flat,sector 84,2.0,2.0,3.0,Moderately Old,17.0,19.0,1199.96,0,0,0,Medium,Low Floor,0.54
flat,sector 84,4.0,4.0,3.0,Moderately Old,11.0,19.0,2094.98,1,0,0,Medium,Low Floor,1.02
flat,sector 90,4.0,4.0,3.0,Moderately Old,12.0,29.0,2215.0,0,0,0,Medium,Low Floor,1.78
flat,sector 90,3.0,3.0,3.0,Moderately Old,12.0,29.0,1818.02,1,0,0,High,Low Floor,1.29
flat,sector 90,3.0,3.0,3.0,Moderately Old,18.0,19.0,1719.96,0,0,0,Medium,Low Floor,1.25
flat,sector 81,3.0,3.0,2.0,Moderately Old,4.0,29.0,2132.01,1,0,2,Medium,Low Floor,2.5
flat,sector 70a,3.0,4.0,3.0,Moderately Old,8.0,30.0,2349.97,1,0,0,High,Low Floor,2.52
flat,sector-33 sohna,4.0,4.0,3.0,New Property,5.0,13.0,2342.0,1,0,0,Low,Low Floor,2.3
flat,sector-33 sohna,3.0,3.0,3.0,New Property,7.0,13.0,1692.0,0,0,1,Low,Low Floor,1.55
flat,sector 90,3.0,3.0,3.0,Moderately Old,15.0,19.0,1929.97,0,0,0,Medium,Low Floor,1.2
flat,sector 90,4.0,4.0,3.0,Moderately Old,15.0,19.0,2363.97,1,0,1,High,Low Floor,1.65
flat,sector 79,3.0,3.0,3.0,Moderately Old,16.0,31.0,1939.0,0,0,1,Medium,Low Floor,1.25
flat,sector 79,3.0,3.0,3.0,Moderately Old,24.0,30.0,1490.05,0,0,1,Low,Low Floor,1.2
flat,sector 69,3.0,3.0,3.0,Moderately Old,16.0,20.0,1811.99,0,0,0,Medium,Low Floor,2.06
flat,sector 69,3.0,3.0,3.0,Moderately Old,16.0,20.0,1811.99,0,0,0,Medium,Low Floor,2.07
flat,sector 70,3.0,5.0,3.0,Moderately Old,6.0,18.0,2537.0,1,0,0,High,Low Floor,1.6
flat,sector 69,3.0,3.0,2.0,Moderately Old,12.0,14.0,1537.95,0,0,1,High,Low Floor,1.31
flat,sector 69,4.0,4.0,2.0,Moderately Old,0.0,14.0,1627.0,0,0,0,High,Low Floor,1.92
flat,sector 69,4.0,4.0,2.0,Moderately Old,6.0,14.0,2010.05,0,1,0,High,Low Floor,1.9
flat,sector 69,4.0,6.0,3.0,Moderately Old,14.0,14.0,3155.98,1,0,0,High,Low Floor,3.1
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,1567.98,0,0,0,High,Low Floor,1.4
flat,sector 69,3.0,3.0,2.0,Moderately Old,1.0,14.0,1577.99,0,0,0,High,Low Floor,1.44
flat,sector 69,4.0,5.0,3.0,Moderately Old,14.0,14.0,3155.98,1,0,0,Medium,Low Floor,3.05
flat,sector 69,3.0,3.0,2.0,Moderately Old,12.0,14.0,1577.99,0,0,1,Medium,Low Floor,1.28
flat,sector 69,3.0,3.0,2.0,Moderately Old,0.0,14.0,1577.99,0,0,0,Medium,Low Floor,1.6
flat,sector 69,4.0,4.0,2.0,Moderately Old,0.0,14.0,2010.05,0,0,0,Medium,Low Floor,1.9
flat,sector 69,3.0,3.0,2.0,Moderately Old,0.0,14.0,1577.99,0,0,0,Medium,Low Floor,1.7
flat,sector 69,3.0,3.0,2.0,Moderately Old,12.0,14.0,1577.99,0,0,1,Medium,Low Floor,1.36
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,1537.95,0,0,0,High,Low Floor,1.38
flat,sector 81,3.0,2.0,3.0,Moderately Old,12.0,15.0,1660.01,0,0,0,High,Low Floor,1.15
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,1567.98,0,0,0,High,Low Floor,1.4
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,1537.95,0,0,0,High,Low Floor,1.37
flat,sector 69,3.0,3.0,1.0,Moderately Old,12.0,14.0,1567.98,0,0,0,Medium,Low Floor,1.4
flat,sector 83,2.0,2.0,2.0,Moderately Old,1.0,2.0,1050.02,0,0,1,High,Low Floor,0.65
flat,sector 83,2.0,2.0,2.0,Moderately Old,1.0,2.0,1050.02,0,0,1,High,Low Floor,0.6
flat,sector 77,2.0,2.0,2.0,Moderately Old,7.0,18.0,1342.04,0,0,1,High,Low Floor,0.75
flat,sector 81,2.0,2.0,2.0,Moderately Old,14.0,15.0,1360.02,0,0,1,High,Low Floor,0.95
flat,sector 84,3.0,3.0,3.0,Moderately Old,8.0,21.0,1918.02,0,0,1,High,Low Floor,1.24
flat,sector 84,3.0,3.0,3.0,Moderately Old,12.0,19.0,1725.02,0,0,0,High,Low Floor,0.9
flat,sector 79,3.0,3.0,3.0,Moderately Old,1.0,30.0,1619.97,0,0,1,High,Low Floor,1.3
flat,sector 84,2.0,2.0,3.0,Moderately Old,4.0,19.0,1199.96,0,1,0,High,Low Floor,0.73
flat,sector 86,3.0,3.0,3.0,Moderately Old,5.0,22.0,1929.97,1,0,0,High,Low Floor,1.26
flat,sector 90,3.0,3.0,3.0,Moderately Old,6.0,19.0,1929.97,1,0,0,High,Low Floor,1.25
flat,sector 90,4.0,4.0,3.0,Moderately Old,20.0,28.0,2727.03,1,0,0,High,Low Floor,1.88
flat,sector 90,3.0,3.0,3.0,Moderately Old,10.0,19.0,1929.97,1,0,1,High,Low Floor,1.3
flat,sector 86,2.0,2.0,2.0,Moderately Old,6.0,14.0,782.0,0,0,1,Medium,Low Floor,0.44
flat,sector 84,3.0,3.0,3.0,New Property,8.0,19.0,1725.02,0,0,0,Medium,Low Floor,0.84
flat,sector 84,3.0,3.0,3.0,New Property,8.0,19.0,1725.02,0,0,0,Low,Low Floor,0.79
flat,sector 82,4.0,5.0,3.0,Moderately Old,20.0,25.0,2535.01,1,0,0,Medium,Low Floor,1.38
flat,sector 108,3.0,3.0,2.0,New Property,11.0,18.0,1711.03,0,0,0,Medium,Low Floor,2.6
flat,sector 69,4.0,4.0,2.0,Moderately Old,7.0,14.0,2010.05,0,0,0,High,Low Floor,1.7
flat,sector 69,4.0,4.0,2.0,New Property,10.0,14.0,2010.05,0,0,0,High,Low Floor,1.7
flat,sector 69,3.0,3.0,2.0,Moderately Old,9.0,14.0,1577.99,0,0,0,High,Low Floor,1.4
flat,sector 69,4.0,4.0,2.0,Moderately Old,7.0,14.0,2010.05,0,0,0,High,Low Floor,1.68
flat,sector 69,4.0,4.0,2.0,Moderately Old,1.0,14.0,2010.05,0,0,0,High,Low Floor,1.7
flat,sector 69,3.0,3.0,2.0,Moderately Old,1.0,14.0,1577.99,0,0,0,High,Low Floor,1.4
flat,sector 37d,3.0,3.0,3.0,Moderately Old,5.0,22.0,1171.0,0,1,0,Medium,Low Floor,1.2
flat,sector 79,2.0,2.0,3.0,Moderately Old,8.0,15.0,1350.98,0,0,0,Medium,Low Floor,0.96
flat,sector 86,2.0,3.0,3.0,Moderately Old,5.0,21.0,1106.0,0,0,1,Medium,Low Floor,1.3
flat,sector 92,3.0,3.0,3.0,Moderately Old,10.0,20.0,2119.95,1,0,1,Medium,Low Floor,1.6
flat,sector 86,3.0,4.0,3.0,Moderately Old,12.0,21.0,2284.96,1,0,0,Medium,Low Floor,1.93
flat,sector 92,3.0,3.0,2.0,Moderately Old,10.0,19.0,1919.96,0,0,0,High,Low Floor,1.42
flat,sector 81,3.0,4.0,3.0,Moderately Old,17.0,29.0,2100.04,1,0,2,Medium,Low Floor,2.2
flat,sector 86,3.0,3.0,1.0,Moderately Old,9.0,19.0,1929.0,0,0,0,High,Low Floor,1.35
flat,sector 86,3.0,4.0,3.0,Moderately Old,8.0,21.0,1894.98,1,0,0,High,Low Floor,1.65
flat,sector 48,3.0,3.0,3.0,Moderately Old,1.0,19.0,1650.0,0,1,2,High,Low Floor,1.42
flat,sector 106,3.0,4.0,3.0,Moderately Old,8.0,24.0,1760.01,1,0,1,High,Low Floor,1.1
flat,sector 99a,3.0,5.0,3.0,Moderately Old,5.0,20.0,1997.03,1,0,0,High,Low Floor,1.23
flat,sector 92,3.0,3.0,3.0,Moderately Old,3.0,19.0,1919.96,0,0,0,Medium,Low Floor,1.5
flat,sector 90,2.0,2.0,2.0,Old Property,12.0,13.0,1299.96,0,0,0,Medium,Low Floor,0.65
flat,sector 90,2.0,2.0,3.0,Old Property,6.0,13.0,1299.96,0,0,0,Medium,Low Floor,0.64
flat,sector 37d,3.0,3.0,2.0,Moderately Old,15.0,20.0,1877.01,0,0,0,High,Low Floor,1.65
flat,sector 37d,2.0,2.0,2.0,Moderately Old,0.0,23.0,1409.96,0,0,0,High,Low Floor,1.17
flat,sector 37d,3.0,3.0,3.0,Moderately Old,9.0,20.0,1811.03,0,0,0,High,Low Floor,1.45
flat,sector 102,3.0,3.0,3.0,New Property,6.0,26.0,1852.04,0,0,1,High,Low Floor,1.95
flat,sector 81,4.0,4.0,3.0,Moderately Old,25.0,29.0,4199.97,1,0,1,High,Low Floor,4.2
flat,sector 92,3.0,4.0,3.0,Moderately Old,8.0,19.0,1994.98,1,0,0,Medium,Low Floor,1.55
flat,sector 85,3.0,4.0,3.0,Moderately Old,8.0,24.0,2407.99,1,0,0,High,Low Floor,1.58
flat,sector 67,3.0,4.0,3.0,Moderately Old,14.0,15.0,1935.03,1,0,1,Medium,Low Floor,2.32
flat,sector 86,3.0,4.0,3.0,Moderately Old,0.0,21.0,1480.04,0,0,0,Medium,Low Floor,1.25
flat,sector 58,2.0,2.0,1.0,Moderately Old,5.0,29.0,1632.02,0,0,1,Medium,Low Floor,2.2
flat,sector 106,4.0,6.0,3.0,Moderately Old,10.0,24.0,2355.03,1,0,0,High,Low Floor,1.4
flat,sector 106,3.0,3.0,3.0,Moderately Old,12.0,24.0,1664.96,0,0,0,High,Low Floor,1.2
flat,sector 88b,2.0,2.0,2.0,Moderately Old,3.0,3.0,1350.01,0,0,0,High,Low Floor,0.92
flat,sector 106,3.0,4.0,3.0,Moderately Old,14.0,24.0,1900.04,1,0,0,High,Low Floor,1.25
flat,sector 106,3.0,4.0,3.0,Moderately Old,7.0,24.0,1760.01,1,0,0,High,Low Floor,1.25
flat,sector 49,3.0,3.0,1.0,Moderately Old,7.0,17.0,1748.92,0,1,0,High,Low Floor,1.85
flat,sector 49,3.0,3.0,3.0,Moderately Old,3.0,17.0,2550.0,0,0,0,High,Low Floor,1.69
flat,sector 66,3.0,3.0,2.0,Moderately Old,4.0,17.0,2201.0,0,0,0,High,Low Floor,3.5
flat,sector 66,2.0,2.0,2.0,Moderately Old,5.0,17.0,1199.96,0,0,1,High,Low Floor,1.51
flat,sector 48,3.0,3.0,3.0,Moderately Old,6.0,19.0,2429.95,1,0,1,Medium,Low Floor,1.86
flat,sector 108,3.0,4.0,3.0,Moderately Old,14.0,15.0,2002.95,1,0,0,High,Low Floor,1.7
flat,sector 108,3.0,3.0,3.0,Moderately Old,14.0,14.0,2338.03,1,0,0,High,Low Floor,2.0
flat,sector 104,3.0,4.0,3.0,Moderately Old,12.0,17.0,1843.96,1,0,0,Medium,Low Floor,1.25
flat,sector 104,3.0,3.0,3.0,Moderately Old,12.0,17.0,1646.98,0,0,0,Medium,Low Floor,0.98
flat,sector 104,2.0,2.0,3.0,Moderately Old,10.0,17.0,1446.02,0,0,0,Medium,Low Floor,0.85
flat,sector 104,2.0,2.0,3.0,Moderately Old,6.0,17.0,1268.96,0,0,0,Medium,Low Floor,0.75
flat,sector 107,2.0,2.0,1.0,Moderately Old,5.0,14.0,602.02,0,0,0,Medium,Low Floor,0.3
flat,sector 109,3.0,3.0,3.0,Moderately Old,22.0,25.0,1745.04,0,0,0,Medium,Low Floor,1.7
flat,sector 109,3.0,3.0,3.0,Moderately Old,12.0,27.0,1749.99,0,0,0,Medium,Low Floor,1.4
flat,sector 67a,3.0,3.0,2.0,New Property,10.0,19.0,1726.96,1,0,1,Medium,Low Floor,1.7
flat,sector 90,3.0,4.0,3.0,Moderately Old,4.0,13.0,1949.99,1,0,0,High,Low Floor,0.9
flat,sector 90,4.0,4.0,3.0,Moderately Old,10.0,14.0,3351.0,0,0,0,High,Low Floor,1.25
flat,sector 90,2.0,2.0,3.0,Moderately Old,6.0,14.0,1350.01,0,0,0,High,Low Floor,0.65
flat,sector 90,3.0,4.0,3.0,Moderately Old,4.0,13.0,1949.99,1,0,0,High,Low Floor,0.9
flat,sector 90,2.0,2.0,3.0,Moderately Old,6.0,14.0,1350.01,0,0,0,High,Low Floor,0.65
flat,sector 90,2.0,2.0,3.0,Moderately Old,4.0,13.0,1299.96,0,0,0,High,Low Floor,0.66
flat,sector 1 imt manesar,3.0,3.0,3.0,Moderately Old,8.0,10.0,2587.96,1,0,0,Low,Low Floor,0.91
flat,manesar,3.0,3.0,2.0,Moderately Old,2.0,10.0,2993.0,0,0,0,Medium,Low Floor,0.85
flat,sector 1,3.0,3.0,3.0,Moderately Old,4.0,7.0,2300.03,1,0,0,Low,Low Floor,0.85
flat,sector 65,4.0,4.0,3.0,Moderately Old,3.0,5.0,2570.0,1,0,0,Low,Low Floor,2.85
flat,sector 65,3.0,3.0,3.0,Moderately Old,2.0,5.0,2147.0,1,0,0,Medium,Low Floor,2.24
flat,sector 65,3.0,3.0,3.0,Moderately Old,3.0,5.0,1650.0,1,0,0,Low,Low Floor,2.55
flat,sector 65,3.0,3.0,3.0,Moderately Old,3.0,5.0,1650.0,1,0,0,Low,Low Floor,2.5
flat,sector 50,3.0,3.0,3.0,Moderately Old,3.0,18.0,2604.97,1,0,0,High,Low Floor,2.75
flat,sector 33,3.0,4.0,2.0,Moderately Old,8.0,14.0,1545.05,1,0,0,Medium,Low Floor,1.35
flat,sector 50,3.0,3.0,3.0,Moderately Old,11.0,18.0,2093.04,0,1,1,High,Low Floor,2.51
flat,sector 67,4.0,4.0,3.0,Moderately Old,15.0,21.0,3154.04,1,0,1,High,Low Floor,4.5
flat,sector 50,3.0,3.0,3.0,Moderately Old,11.0,18.0,2093.04,0,0,1,High,Low Floor,2.5
flat,sector 85,2.0,2.0,3.0,Moderately Old,4.0,26.0,1639.99,0,0,0,High,Low Floor,1.14
flat,sector 85,4.0,5.0,3.0,Moderately Old,1.0,26.0,2811.96,0,0,0,High,Low Floor,1.85
flat,sector 66,3.0,4.0,3.0,Moderately Old,8.0,17.0,1949.99,1,0,1,High,Low Floor,2.8
flat,sector 66,2.0,2.0,3.0,Moderately Old,3.0,20.0,1188.01,0,0,0,Medium,Low Floor,1.45
flat,sector 82,3.0,3.0,3.0,Moderately Old,5.0,25.0,1429.98,0,0,1,High,Low Floor,0.86
flat,sector 79,3.0,3.0,3.0,Moderately Old,16.0,30.0,1490.05,0,0,1,High,Low Floor,1.28
flat,sector 79,3.0,3.0,3.0,Moderately Old,9.0,30.0,1490.05,0,0,1,High,Low Floor,1.2
flat,sector 81,3.0,2.0,3.0,Moderately Old,6.0,15.0,1660.01,0,0,1,High,Low Floor,1.15
flat,sector 81,2.0,2.0,3.0,Moderately Old,8.0,15.0,1360.02,0,0,1,High,Low Floor,0.88
flat,sector 81,2.0,2.0,3.0,Moderately Old,8.0,15.0,1360.02,0,0,1,High,Low Floor,0.87
flat,sector 103,4.0,6.0,3.0,Moderately Old,15.0,18.0,2875.04,1,0,0,High,Low Floor,2.4
flat,sector 108,3.0,3.0,2.0,Moderately Old,2.0,2.0,1832.98,1,0,0,Medium,Low Floor,0.85
flat,sector 102,2.0,2.0,3.0,Moderately Old,0.0,26.0,1215.03,0,1,0,High,Low Floor,1.3
flat,sector 82a,3.0,3.0,3.0,Moderately Old,2.0,32.0,1798.97,0,0,1,Medium,Low Floor,1.85
flat,sector 102,3.0,3.0,3.0,Moderately Old,1.0,26.0,1852.04,0,1,0,High,Low Floor,2.0
flat,sector 62,4.0,6.0,3.0,Moderately Old,12.0,34.0,4739.02,1,0,1,High,Low Floor,9.95
flat,sector 62,4.0,6.0,3.0,Moderately Old,5.0,34.0,4612.98,1,0,1,High,Low Floor,9.2
flat,sector-33 sohna,3.0,3.0,3.0,Old Property,3.0,13.0,1788.96,0,0,0,Medium,Low Floor,1.79
flat,sector 109,3.0,4.0,3.0,Moderately Old,11.0,27.0,2584.95,1,0,1,High,Low Floor,2.1
flat,sector 106,3.0,4.0,3.0,Moderately Old,8.0,24.0,1900.04,1,0,0,Medium,Low Floor,1.14
flat,sector 99a,3.0,5.0,3.0,Moderately Old,5.0,20.0,1997.03,1,0,0,Medium,Low Floor,1.13
flat,sector 106,3.0,4.0,3.0,Moderately Old,10.0,24.0,1760.01,1,0,0,High,Low Floor,1.05
flat,sector 113,3.0,3.0,3.0,New Property,3.0,25.0,2690.01,1,0,0,High,Low Floor,2.78
flat,sector 113,2.0,2.0,3.0,New Property,2.0,13.0,1329.99,0,0,0,High,Low Floor,1.55
flat,sector 113,2.0,2.0,3.0,New Property,10.0,13.0,1275.95,0,0,0,High,Low Floor,1.35
flat,sector 113,2.0,2.0,3.0,New Property,8.0,13.0,1573.04,0,0,0,High,Low Floor,1.38
flat,sector 113,3.0,3.0,3.0,New Property,11.0,25.0,2217.04,1,0,0,High,Low Floor,2.35
flat,sector 102,3.0,3.0,3.0,Moderately Old,1.0,26.0,1691.98,0,0,0,High,Low Floor,1.8
flat,sector 102,2.0,2.0,2.0,Moderately Old,10.0,14.0,1215.03,0,0,0,High,Low Floor,1.24
flat,sector 102,2.0,2.0,2.0,Moderately Old,10.0,14.0,915.04,0,0,0,High,Low Floor,0.96
flat,sector 102,3.0,4.0,3.0,Moderately Old,15.0,25.0,1942.02,1,0,0,Medium,Low Floor,1.82
flat,sector 102,4.0,5.0,3.0,Moderately Old,17.0,25.0,2553.95,1,0,0,Medium,Low Floor,2.65
flat,sector 102,3.0,4.0,3.0,Moderately Old,9.0,25.0,2149.01,1,0,0,Medium,Low Floor,2.2
flat,sector 102,3.0,4.0,3.0,Moderately Old,5.0,25.0,1931.04,1,0,0,Medium,Low Floor,1.78
flat,sector 109,3.0,3.0,3.0,Moderately Old,7.0,20.0,2545.02,1,0,0,High,Low Floor,1.68
flat,sector 109,3.0,2.0,3.0,Moderately Old,16.0,19.0,1880.02,0,0,0,High,Low Floor,1.3
flat,sector 107,2.0,2.0,1.0,Moderately Old,8.0,14.0,602.02,0,0,2,Medium,Low Floor,0.49
flat,sector 83,3.0,3.0,3.0,Moderately Old,6.0,8.0,1739.98,0,1,0,High,Low Floor,1.08
flat,sector 79,3.0,4.0,3.0,New Property,9.0,20.0,2049.98,0,0,0,Medium,Low Floor,1.72
flat,sector 23,2.0,2.0,2.0,Moderately Old,1.0,4.0,779.95,0,0,0,Low,Low Floor,0.16
flat,sohna road,2.0,2.0,1.0,New Property,4.0,13.0,750.03,0,0,0,Low,Low Floor,0.2
flat,sector 51,2.0,2.0,1.0,Moderately Old,4.0,9.0,1179.0,0,0,0,Low,Low Floor,0.71
flat,sohna road,2.0,2.0,1.0,Moderately Old,2.0,4.0,1080.0,0,0,0,Low,Low Floor,0.54
flat,sector 81,2.0,2.0,2.0,Moderately Old,14.0,14.0,1225.04,0,0,0,High,Low Floor,0.65
flat,sector 48,3.0,3.0,1.0,Moderately Old,2.0,3.0,1887.0,0,0,0,Medium,Low Floor,1.38
flat,sector 37d,2.0,3.0,2.0,Under Construction,8.0,19.0,768.0,0,0,0,Low,Low Floor,0.45
flat,sector 36a,1.0,1.0,1.0,Moderately Old,9.0,10.0,499.98,0,0,0,Low,Low Floor,0.45
flat,sector 83,3.0,2.0,3.0,Moderately Old,15.0,17.0,1754.95,0,0,0,Low,Low Floor,1.15
flat,sector 49,4.0,5.0,3.0,Moderately Old,7.0,17.0,3930.0,1,0,2,Low,Low Floor,3.6
flat,sector 91,2.0,2.0,2.0,Moderately Old,13.0,13.0,1309.97,0,0,2,High,Low Floor,0.9
